Tipo_de_Propiedad,Zona,Fecha_Publicacion,Latitud,Longitud,Precio,Gastos_Comunes,Fecha_Construccion,Estado,Disposicion,Banos,M2_edificados,M2_de_terraza,M2_del_terreno,Dormitorios,Garajes,Vivienda_Social,Descripcion
Casa,Prado,2024-09-07,-34.863078504816,-56.197496264418,345000,0.0,2025.0,Sin Definir,No aplica,2.0,100,0,193,3.0,1.0,False,"PALLARES BRUZZONE PROPIEDADES

EXCELENTE OPORTUNIDAD PARA VIVIR Y DISFRUTAR EN BARRIO JARDÍN EN UN ENTORNO SEGURO PARA TODA LA FAMILIA.

Comercializamos en venta LANZAMIENTO exclusivo de casas en inmejorable ubicación, muy residencial, rodeado de verde. 

Proyecto de 15 casas dúplex en excelente terreno de 3.600. m2, con frente sobre Av. Joaquín Suárez, Av. J. Carlos Blanco y calle Valdense. 
14 casas de tres dormitorios y 1 casa de dos dormitorios y dos baños completos en cada una de ellas. Unidades de tres dorms. cuentan con buhardillas ideales para depósito, guarda bultos, etc.

Casas con jardines propios, parrilleros y cochera para más de un vehículo. 

Calle interior con acceso por Av. J. Suárez  y Valdense.

Terminaciones y materiales de gran calidad:

- Piso vinílico símil madera (living comedor, cocina y dormitorios)
- Aberturas de aluminio Línea Gala, con doble vidrio (DVH) hermético en color negro 
- Estufa de alto rendimiento.
- Pre instalación de aire acondicionado split frio-calor
- Calefacción por losa radiante en planta alta.
- Cocina con muebles aéreos y bajo mesada con diseños exclusivos. Equipamiento de anafe, horno y campana.
- Deck con pérgola y parrilleros.

Exoneraciones fiscales sobre Vivienda Promovida Ley. 18.795.

PRECIOS:

- Unidad 2 dorm USD 285.000. incluye cocheras + conexiones 4 % + 0.25 % fondo de reserva.
- Unidades 3 dorm desde USD 345.000. incluye cocheras + conexiones 4 % + 0.25 % fondo de reserva.

Honorarios por concepto de Comisión Inmobiliaria 3 % + iva. en el momento de la firma del compromiso de compraventa.

Formas de pago:

Se acepta la compra a través de prestamos bancarios o realizando entregas durante el periodo de obra dejando un saldo contra la entrega y ocupación del a unidad. Consulte condiciones.

*Precios sujetos a modificación sin previo aviso.

Consulte por mayor información, agéndese y visite el lugar!
"
Apartamento,Centro,2023-12-11,-34.9034241,-56.1849103,135000,212.5,1976.0,Excelente estado,Al frente,2.0,105,0,105,4.0,0.0,False,"            Venta departamento 3 Dormitorios y Servicio Centro.Edificio 2 ascensores.Living comedor.Cocina definida reciclada.3 Dormitorios al frente.Servicio al contrafrente.2 Baños, uno reciclado a lavadero.Opción alquiler cochera en edificio.Acepta préstamo bancario.Contribución 4.272 $ Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Apartamento,Cordón,2024-01-11,-34.9072356,-56.1775421,178000,162.5,2016.0,Excelente estado,Contrafrente,1.0,55,0,67,2.0,1.0,False,"            Venta apartamento prácticamente nuevo de 2 dormitorios, living, cocina integrada y baño.SE VENDE CON ALQUIER DE $ 30.000 MENSUAL. ASEGURADORA Piso 9 con vista despejada contrafrente alejada de los ruidos de la calle. Muy luminoso, orientación oeste. Cuenta con placards empotrados en ambos dormitorios. El garage tiene un buen espacio y se puede poner un armario. El edificio posee portería 24 horas, parrilleros en el último piso con gran vista y un SUM con barbacoa en planta baja.Actualmente se encuentra con un préstamo bancario el cual puede traspasarse.Tributos domiciliarios $ 1.000, contribución $ 15.000, primaria $ 5.000. Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Casa,La Blanqueada,2024-01-16,-34.882397,-56.1629172,197000,0.0,1964.0,Buen estado,Al frente,2.0,100,0,150,3.0,0.0,False,"Venta Casa en Propiedad Horizontal de altos La Blanqueada.Living comedor con estufa a leña pisos de parquet amplia con salida a balcón.2 Dormitorios, más dormitorio de servicio con baño incorporado, todos los dormitorios con armarios (no empotrados).                    La casa cuenta con 2 baños,  2 aire acondicionado en un dormitorio y en el comedor.A metros del Parque Central a 2 kilómetros del Estadío Centenario y del shopping Tres Cruces.Con locomoción al centro por 8 de octubre.Cerca de casi todos los Hospitales y a 4 kilómetros del Centro y del Shopping Montevideo.Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Casa,La Comercial,2024-02-08,-34.8833636,-56.1699815,138000,0.0,,A estrenar,Al frente,1.0,80,0,80,2.0,0.0,False,"            Barrio: La Comercial, próximo al límite con Jacinto Vera             Muy buena casa de altos, Propiedad Horizontal, primer piso por escalera.Ubicada en calle arbolada a 10 cuadras de la Terminal Tres Cruces y a 12 de Nuevo Centro Shopping, próxima a todos los servicios y con excelente locomoción.Sólida construcción de 80 m² edificados en una planta. Ambientes amplios, con mucha luz natural y ventilados. Todos dan al exterior.-Living comedor al frente de buen tamaño con estufa a leña.-Dos dormitorios amplios y cómodos con placares y pisos de parquet. El dorm. principal es con salida a un balcón hacia el frente.-Un baño completo y amplio con buena ventilación.-Cocina independiente con placares y salida a un patio bien funcional por donde se accede a la azotea.-La azotea es de uso exclusivo, amplia, con vista despejada, tejido de seguridad y con un lindo parrillero.Aberturas de madera en buen estado de conservación con persianas y rejas.No tiene garaje. Se alquila garaje a pocos metros  Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Apartamento,Carrasco,2024-04-12,-34.8850061,-56.0556603,740000,950.0,2008.0,Buen estado,Contrafrente,3.0,140,0,0,3.0,2.0,False,"Excelente apartamento, edificio de categoría.-
Es un apartamento en planta baja, como vivir en una casa con toda la seguridad .
Es una muy buena planta de 140 m2 edificados internos más un jardín exclusivo con parrillero de 120 m2.
Al ingresar recibidor con despojador, baño social, agradable living comedor muy cómodo con hogar y salida d hermoso jardin verde con pariilero , cocina definida con muchos placares anafe,, dependencia de servicio completa y patio tipo lavadero con conexiones ya previstas.
Tres estupendos dormitorios , todos ellos con placares, el principal en suite con vestidor, 2do. baño completo..-
Aire acondicionado en casi todos los ambientes, losa individual sectorizada por ambiente.-
Dos muy buenos garages y box.-

Portería con horario y vigilancia virtual las 24 hrs. CCTV.-

Hoy alquilado desde el 1/3/2020 a unos excelentes inquilinos, renta actual $ 88.000

Comunicarse con Sucursal Puerto del Buceo
Seguinos y encontra oportunidades
inmobiliarialacal
lacalinmobiliaria
"
Apartamento,Malvín,2024-08-22,-34.8910729,-56.10585660000004,260000,0.0,2022.0,Sin Definir,Al frente,1.0,42,6,0,1.0,0.0,False,"

PALLARES BRUZZONE PROPIEDADES

EDIFICIO TORRE ARENAS, Sobre Rbla Ohiggins esquina 18 de Diciembre.
Apartamento en altura, piso 11, hermosas vistas al mar. Edificio con todas las comodidades. 
Se vende totalmente  equipado, primera categoría, muy moderno, excelentes terminaciones. 
Living comedor integrado a la cocina con mesadas y placares. 
Dormitorio amplio con placares. Un baño completo. Terraza amplia al frente. Abeturas en DVH. 
Garaje para 1 auto. Seguridad total.

Consulte y coordine su visita!"
Casa,Perez Castellanos,2024-09-06,-34.86053852266701,-56.15110587968957,167000,0.0,,Buen estado,Al frente,1.0,99,0,120,3.0,1.0,False,"La casa se desarrolla en una planta, posee un precioso jardín, un disfrutable patio con parrillero y garaje. Todos sus ambientes son amplios e iluminados.Cuenta con tres dormitorios, un baño completo, cocina con office y estufa a leña. La propiedad se encuentra muy bien conservada, posee eléctrica y cañerías actualizadas.Destacamos su muy buena ubicación sobre avenida, muy próxima a servicios, locomoción y el Antel Arena.¡Te invitamos a conocerla!Honorarios: 3% + iva en operaciones de compraventa"
Apartamento,Pocitos,2024-07-08,-34.910076737876835,-56.14554405212403,240000,450.0,1968.0,Excelente estado,Al frente,2.0,80,0,0,3.0,1.0,False,"GRAN OPORTUNIDAD. APARTAMENTO A METROS DE LA PLAYA CON MUCHOS SERVICIOS CERCA. 3 DORMITORIOS, 2 DE ELLOS CON PLACARES. UN BAÑO COMPLETO Y UN TOILETTE RECICLADOS. PISOS DE PARQUET PLASTIFICADOS, COCINA CON ESTAR, TERRAZA LAVADERO. MUY ILUMINADO, TIENE GARAJE FIJO, LOSA RADIANTE CENTRAL Y VIGILANCIA 24HS. TIENE QUE VERLO!Honorarios 3% + IVASOCIO CIU (Camara Inmobiliaria del Uruguay)"
Apartamento,Montevideo,2024-08-31,,,288000,212.5,2024.0,Sin Definir,Al frente,2.0,70,3,0,2.0,0.0,False,"SOLARYS PARQUE ,
Edificio Ecológico
Estrena Ya !!!!!!
PRECIO PROMOCIONAL CON GARAGE Y CONEXIONES INCLUIDOS .-
Zona muy tranquila y próximo al Club Malvin, Parque Rivera, Portones Shopping, Colegios
Apartamento al frente con sol y vista despejada, living comedor con hogar, terraza con parrillero propio con cocina semi integrada con placares
dos baños completos ( uno en suite ), dos dormitorios ambos con placares.
El apartamento tiene una estufa de alto rendimiento y equipos de aire acondicionado inverter en todos los ambientes.-
Garage lugar fijo para un auto
Amenities : Dos barbacoa cerradas una en planta baja otra en azotea, piscina abierta , gym y áreas verdes.-

Gastos comunes bajos
NO PAGA GASTOS DE CONEXIONES - NO PIERDA ESTA OPORTUNIDAD !!!!!!

Comunicate con Sucurasal Puerto del Bueo
Seguinos y encontrá oportunidades
lacalinmobiliaria
inmobiliarialacal
"
Apartamento,Parque Batlle,2024-05-30,-34.902685921200465,-56.15882635116578,120000,122.5,1959.0,Requiere mantenimiento,Contrafrente,1.0,62,0,0,2.0,0.0,False,"Inmobiliaria PACTUM vendeSimón Bolívar y PalmarA Reciclar.En Excelente Ubicación, Contrafrente en Planta Baja de 62 m2. Mas 2 Patios, Muy iluminado.Living Comedor de buen tamaño con piso de parquet y acceso a amplio Patio de uso Exclusivo.Cocina con Placares aéreos y bajo mesada, acceso al otro Patio.2 Dormitorios de buen tamaño con piso de parquet.Baño con conexión para Lavarropas.Gastos comunes: $ 4.900.Contribución anual: $ 13.900.Primaria anual: $ 5.400.Por más información Comunícate con nosotros: Cel. *** "
Apartamento,Pocitos,2024-09-03,-34.9082882854396,-56.143704543937936,385000,537.5,2017.0,Excelente estado,Al frente,3.0,105,14,0,3.0,2.0,False,"Apartamento ubicado próximo a la rambla de Pocitos, en edificio nuevo, luminoso y de amplios ambientes.Planta de 119 mts2 totales (105 mts de planta y 14 mts de terraza). Al ingresar tiene un amplio living comedor con terraza al frente, toilette y cocina definida con terraza lavadero.En al área intima tiene tres dormitorios, el principal con baño en suite y vestidor, y otro baño completo. Todos los dormitorios dan hacia el frente y tienen salida a terraza.Calefacción por losa radiante individual eléctrica y aire acondicionado en todos los ambientes.AMENITIESEdificio nuevo, de tan solo 7 años de construido. Cuenta con barbacoa de uso común, laundry, dos ascensores. Portería 24 horas, Cámaras de seguridad y rejas perimetrales.***Instragram: uruguayinmuebles_"
Apartamento,La Blanqueada,2024-07-25,-34.8877002,-56.1545179,143000,150.0,2016.0,Excelente estado,Contrafrente,1.0,47,0,0,2.0,1.0,False,"EXCELENTE IMPECABLE LUMINOSO DE CATEGORÍA ACEPTA PRESTAMO, BulevarJose Batlle y Ordoñez y Avda. Damaso Antonio Larrañaga. Amplio apartamento segundo piso, muy cuidado en todos sus detalles con todas las comodidades, pisos flotantes en óptimo estado pasillo distribucion con placares, aire acondicionado , living comedor con cocina integrada y equipada con acceso a terraza lavadero , 2 dormitorios , baño completo. El edificio cuenta con 2 ascensores, amplia barbacoa. equipada con vista panoramica y solarium. Posee portería de 09:00 a 17:00 y portería virtual 24 horas, gastos comunes $ 6000, contribución inmobiliaria $ 6000 anual. La unidad cuenta con cochera de ingreso automatizado y con fácil acceso. Se destaca su buen estado de conservación general interior y exterior con muy buen mantenimiento. Una excelente relación precio calidad en una zona de permanente y constante crecimiento con todos los servicios. Por consultas y visitas no dude en comunicarse ."
Casa,Carrasco,2024-08-22,-34.88960290236844,-56.06358908264201,790000,0.0,,Excelente estado,Al frente,3.0,353,0,840,4.0,3.0,False,"EXCELENTE ZONA RESIDENCIAL ESTEBAN ELENA Y MIRAFLORES CON EL MEJOR ENTORNO a 4 cuadras de Avda Arocena y 4 cuadras de la Rambla . Amplia y sólida propiedad, padrón único distribuida toda en una planta , con optima distribución . Padrón de 840 m2 de terreno y 353 m2 construidos. Posee cerramiento perimetral, doble ingreso vehicular automatizado con garaje para 3 autos, jardín al frente , fondo con piscina barbacoa completa con baño , aire acondicionado en todos los ambientes, alarma con cámaras de seguridad .Cuenta , amplio living con espectacular  carpintería en mobiliario, estufa a leña y amplios ventanales al jardín, comedor independiente con estufa a leña  , cocina equipada con comedor diario , baños social , sector lavadero, baño completo equipado, estar diario con estufa a leña,  4 amplios y luminosos dormitorios con placares uno de ellos con baño en suite, habitación de servicio con baño . Se destaca sus muy buenas terminaciones y su excelente estado de conservación general interior y exterior con muy buen mantenimiento. Una excelente relación precio calidad, en una zona de permanente y constante crecimiento con todos los servicios en un entorno de tranquilidad . Por consultas y visitas no dude en comunicarse ."
Apartamento,Centro,2024-08-14,-34.90532557280315,-56.19699954986573,238000,444.0,1965.0,Buen estado,Al frente,3.0,212,19,0,4.0,1.0,False,"Este apartamento en venta te brinda un amplio espacio con 4 dormitorios y 3 baños con servicio completo. Ideal para familias grandes o aquellos que buscan un hogar con espacio adicional para invitados o home office.Con una superficie  total de 231m2.El apartamento es al frente y cuenta con un amplio balcon en esquina, cocina definida con terraza lavadero y garaje para auto grande.El edificio tiene calefacción central por losa radiante, portería virtual y cámaras CCTV. 1 apartamento por piso!Honorarios 3% + IVASocio CIU (Cámara Inmobiliaria del Uruguay)"
Apartamento,Pocitos,2024-08-14,-34.91130847597883,-56.15018749027514,225000,362.5,1964.0,Excelente estado,Al frente,2.0,82,0,0,2.0,0.0,False,"Apartamento de 2 dormitorios y 2 baños en venta, ubicado en el barrio de Pocitos, 26 de Marzo y Ramon Masini. Con una superficie de 82m2, esta propiedad se destaca por su excelente estado de conservación y sus finos acabados.Al ingresar a esta propiedad encontrarás un excelente recibidor y un amplio living comedor que te brinda un ambiente cómodo y acogedor para recibir a tus invitados. Pisos de parquet en excelente estado.El apartamento fue reciclado en su totalidad recientemente!El apartamento cuenta con calefacción portería y ascensor.Honorarios 3%+IVASocio CIU (Cámara Inmobiliaria del Uruguay)"
Apartamento,Pocitos,2024-02-08,-34.9132668,-56.1496569,400000,500.0,1980.0,Excelente estado,Al frente,2.0,120,0,125,3.0,1.0,False,"Venta Departamento de 3 dormitorios recien renovado metros Rambla Pocitos.Living comedor amplio con salida a balcón.3 Dormitorios uno en suite.Gran cocina integrada renovada con amplio desayunador y barra.Puerta francesa plegable.Entrada principal y de servicio. Garaje fijo.Calefacción y portería. A metros de la rambla en la mejor zona de Pocitos.             Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Apartamento,Carrasco Este,2024-09-07,-34.868560691473,-56.027160696606,97557,0.0,2025.0,Sin Definir,No aplica,1.0,43,0,0,,1.0,False,"LAWA CALYPTUS, LANZAMIENTO!, antigua Hosteria del Lago, Carrasco Este. A orillas de uno de los lagos más exclusivos. Primera etapa, apartamentos monoambientes, de 1 y 2 dormitorios de excelentes terminaciones! En 6500m2 de parque privado, desembocando en una íntima ribera hacia la caleta, se desarrolla este proyecto de tres núcleos.

Con más de 1300 m2 de amenities:

Piscina climatizada / 4 Barbacoas equipadas con parrillero / Sala de musculación y spinning / Portería y videovigilancia 24/7 / Kitchen Studio / Piscina al aire libre con borde infinito / Cowork con Salas de reunión privada / 2 SUM - Salón de usos múltiples / Playa al lago / Muelle / Kayaks / Fogón / Lavadero y tenders Bar.

Precios monoambiente  al frente desde USD 97.557. Monoambiente con vista al lago desde USD 123.330.- 1 dorm.  al frente USD 173.280.  Dos dorm. al frente USD 217.489.

Lugar de cochera abierta  USD 12.000.-  Techada con box USD 18.000.  con box.  Techada doble con box. USD 28.000. Conexiones 4 %.

Proyecto amparado por la ley de vivienda promovida con sus beneficios fiscales.
"
Casa,Punta Gorda,2024-09-07,-34.893473100977,-56.091159449074,575000,0.0,1956.0,Sin Definir,No aplica,3.0,281,0,419,5.0,2.0,False,"Casa sólida y de gran presencia, en dos niveles, sobre Rambla O`Higgins a metros Molino de Perez (playa Honda), con las siguientes comodidades; 

Planta baja; porche techado de ingreso, living-comedor todo al frente, dos dormitorios, un baño completo, cocina, dormitorio y baño de servicio. Garaje para dos autos.
Porche cerrado de pasaje frente-patio (fondo), patio (fondo), pieza de depósito, parrillero techado.

Planta Alta; tres  dormitorios al frente: uno de ellos con balcón y otro que da también al contrafrente con ""vestidor"" y terraza, dos baños completos, amplio estar , comedor con estufa a leña, cocina, dormitorio y baño de servicio.  Azotea C/ buhardilla.

Metraje edificado 281 m2 + pasajes laterales, lugar de parrillero cerrado, depósito y buhardilla.
Destacamos su calidad de construcción en cuanto a carpintería en pisos, aberturas y placares, las cuales son de pinotea, cedro y  lapacho. 
Vista única principalmente desde planta alta a playa Honda y de los Ingleses, excelente y amplio retiro para varios autos.
IDEAL CASA PARA DOS FAMILIAS, EMPRESA E INVERSOR.
"
Apartamento,Puerto Buceo,2024-04-30,-34.902795,-56.132516,249000,12.5,,A estrenar,Al frente,2.0,68,0,76,2.0,0.0,False,"Venta Hermoso Apartamento al frente con dos grandes dormitorios y dos baños (uno en suite), 70m2, estufa a leña y balcón.             A 100 metros de la rambla y del complejo WTC/Montevideo Shopping. Reciclado en su totalidad en 2018. La unidad es primer piso por escalera en un edificio con 5 unidades. Es la única unidad en primer piso, las otras cuatro están en planta baja, con ingreso por un pasillo.El living tiene una estufa a leña que funciona perfectamente.Hermosos baños y cocina integrada.  Los dos dormitorios son amplios y cómodos, con placares. Todas las aberturas del apartamento son nuevas, en aluminio blanco. Las ventanas al frente del living tienen vidrio doble, y el dormitorio principal ventana doble, lo que aísla cualquier ruido de la calle. Pisos de parquet en living y dormitorios en excelente estado.Con la reforma se hizo a nuevo la conexión eléctrica y la sanitaria, incluyendo la instalación de un tanque y una bomba de agua que proporcionan una presión de agua excelente.Gastos mínimos e impuestos muy bajos, lo que lo hace una inversión muy rentable.Vivienda extremadamente segura, con rejas en todas las aberturas y en la puerta de acceso.Al ser primer piso, no tiene problemas de humedad del terreno de ningún tipo. La azotea está impermeabilizada y en perfecto estado.En todos los ambientes hay aires acondicionados instalados. En la cocina y baño social se instaló equipamiento (heladera, anafe, campana, horno y microondas) y un lavarropas a medida. Actualmente se alquila un lugar de estacionamiento en la misma cuadra que puede ser transferido al nuevo propietario.Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Casa,Prado,2024-09-07,-34.863078504816,-56.197496264418,345000,0.0,2025.0,Sin Definir,No aplica,2.0,100,0,193,3.0,1.0,False,"PALLARES BRUZZONE PROPIEDADES

EXCELENTE OPORTUNIDAD PARA VIVIR Y DISFRUTAR EN BARRIO JARDÍN EN UN ENTORNO SEGURO PARA TODA LA FAMILIA.

Comercializamos en venta LANZAMIENTO exclusivo de casas en inmejorable ubicación, muy residencial, rodeado de verde. 

Proyecto de 15 casas dúplex en excelente terreno de 3.600. m2, con frente sobre Av. Joaquín Suárez, Av. J. Carlos Blanco y calle Valdense. 
14 casas de tres dormitorios y 1 casa de dos dormitorios y dos baños completos en cada una de ellas. Unidades de tres dorms. cuentan con buhardillas ideales para depósito, guarda bultos, etc.

Casas con jardines propios, parrilleros y cochera para más de un vehículo. 

Calle interior con acceso por Av. J. Suárez  y Valdense.

Terminaciones y materiales de gran calidad:

- Piso vinílico símil madera (living comedor, cocina y dormitorios)
- Aberturas de aluminio Línea Gala, con doble vidrio (DVH) hermético en color negro 
- Estufa de alto rendimiento.
- Pre instalación de aire acondicionado split frio-calor
- Calefacción por losa radiante en planta alta.
- Cocina con muebles aéreos y bajo mesada con diseños exclusivos. Equipamiento de anafe, horno y campana.
- Deck con pérgola y parrilleros.

Exoneraciones fiscales sobre Vivienda Promovida Ley. 18.795.

PRECIOS:

- Unidad 2 dorm USD 285.000. incluye cocheras + conexiones 4 % + 0.25 % fondo de reserva.
- Unidades 3 dorm desde USD 345.000. incluye cocheras + conexiones 4 % + 0.25 % fondo de reserva.

Honorarios por concepto de Comisión Inmobiliaria 3 % + iva. en el momento de la firma del compromiso de compraventa.

Formas de pago:

Se acepta la compra a través de prestamos bancarios o realizando entregas durante el periodo de obra dejando un saldo contra la entrega y ocupación del a unidad. Consulte condiciones.

*Precios sujetos a modificación sin previo aviso.

Consulte por mayor información, agéndese y visite el lugar!
"
Apartamento,Centro,2023-12-11,-34.9034241,-56.1849103,135000,212.5,1976.0,Excelente estado,Al frente,2.0,105,0,105,4.0,0.0,False,"            Venta departamento 3 Dormitorios y Servicio Centro.Edificio 2 ascensores.Living comedor.Cocina definida reciclada.3 Dormitorios al frente.Servicio al contrafrente.2 Baños, uno reciclado a lavadero.Opción alquiler cochera en edificio.Acepta préstamo bancario.Contribución 4.272 $ Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Apartamento,Cordón,2024-01-11,-34.9072356,-56.1775421,178000,162.5,2016.0,Excelente estado,Contrafrente,1.0,55,0,67,2.0,1.0,False,"            Venta apartamento prácticamente nuevo de 2 dormitorios, living, cocina integrada y baño.SE VENDE CON ALQUIER DE $ 30.000 MENSUAL. ASEGURADORA Piso 9 con vista despejada contrafrente alejada de los ruidos de la calle. Muy luminoso, orientación oeste. Cuenta con placards empotrados en ambos dormitorios. El garage tiene un buen espacio y se puede poner un armario. El edificio posee portería 24 horas, parrilleros en el último piso con gran vista y un SUM con barbacoa en planta baja.Actualmente se encuentra con un préstamo bancario el cual puede traspasarse.Tributos domiciliarios $ 1.000, contribución $ 15.000, primaria $ 5.000. Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Casa,La Blanqueada,2024-01-16,-34.882397,-56.1629172,197000,0.0,1964.0,Buen estado,Al frente,2.0,100,0,150,3.0,0.0,False,"Venta Casa en Propiedad Horizontal de altos La Blanqueada.Living comedor con estufa a leña pisos de parquet amplia con salida a balcón.2 Dormitorios, más dormitorio de servicio con baño incorporado, todos los dormitorios con armarios (no empotrados).                    La casa cuenta con 2 baños,  2 aire acondicionado en un dormitorio y en el comedor.A metros del Parque Central a 2 kilómetros del Estadío Centenario y del shopping Tres Cruces.Con locomoción al centro por 8 de octubre.Cerca de casi todos los Hospitales y a 4 kilómetros del Centro y del Shopping Montevideo.Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Casa,La Comercial,2024-02-08,-34.8833636,-56.1699815,138000,0.0,,A estrenar,Al frente,1.0,80,0,80,2.0,0.0,False,"            Barrio: La Comercial, próximo al límite con Jacinto Vera             Muy buena casa de altos, Propiedad Horizontal, primer piso por escalera.Ubicada en calle arbolada a 10 cuadras de la Terminal Tres Cruces y a 12 de Nuevo Centro Shopping, próxima a todos los servicios y con excelente locomoción.Sólida construcción de 80 m² edificados en una planta. Ambientes amplios, con mucha luz natural y ventilados. Todos dan al exterior.-Living comedor al frente de buen tamaño con estufa a leña.-Dos dormitorios amplios y cómodos con placares y pisos de parquet. El dorm. principal es con salida a un balcón hacia el frente.-Un baño completo y amplio con buena ventilación.-Cocina independiente con placares y salida a un patio bien funcional por donde se accede a la azotea.-La azotea es de uso exclusivo, amplia, con vista despejada, tejido de seguridad y con un lindo parrillero.Aberturas de madera en buen estado de conservación con persianas y rejas.No tiene garaje. Se alquila garaje a pocos metros  Todos los datos son facilitados por los propietarios, la empresa no se hace responsable de los mismos"
Apartamento,Carrasco,2024-04-12,-34.8850061,-56.0556603,740000,950.0,2008.0,Buen estado,Contrafrente,3.0,140,0,0,3.0,2.0,False,"Excelente apartamento, edificio de categoría.-
Es un apartamento en planta baja, como vivir en una casa con toda la seguridad .
Es una muy buena planta de 140 m2 edificados internos más un jardín exclusivo con parrillero de 120 m2.
Al ingresar recibidor con despojador, baño social, agradable living comedor muy cómodo con hogar y salida d hermoso jardin verde con pariilero , cocina definida con muchos placares anafe,, dependencia de servicio completa y patio tipo lavadero con conexiones ya previstas.
Tres estupendos dormitorios , todos ellos con placares, el principal en suite con vestidor, 2do. baño completo..-
Aire acondicionado en casi todos los ambientes, losa individual sectorizada por ambiente.-
Dos muy buenos garages y box.-

Portería con horario y vigilancia virtual las 24 hrs. CCTV.-

Hoy alquilado desde el 1/3/2020 a unos excelentes inquilinos, renta actual $ 88.000

Comunicarse con Sucursal Puerto del Buceo
Seguinos y encontra oportunidades
inmobiliarialacal
lacalinmobiliaria
"
Apartamento,Tres Cruces,2024-09-05,-34.89593287848454,-56.16993427320268,107772,0.0,2025.0,A estrenar,Al frente,1.0,47,4,0,1.0,1.0,False,"Proyecto INIXIO Obra a estrenar para mediados del 2025. VIVIENDA PROMOVIDA, cuenta con los beneficios de la ley 18.795, ideal inversor.¡Consulte nuestras visitas con el arquitecto de obra!Edificio residencial estilo boutique. Excelente ubicación en constante crecimiento y cerca de todo! Está compuesto por dos torres de 7 pisos con un total de 20 unidades de 1 dormitorio. Ubicación estratégica sobre Juan Paullier esquina Dr. Salvador Ferrer Serra, próximo a Tres Cruces, Parque Batlle, Cordón, zonas de alta demanda estudiantil y de profesionales. Rodeados de servicios y locomoción. Excelentes espacios comunes y jardines centrales. Unidades muy luminosas y ventiladas gracias a los patios interiores y a la zona baja con muy buena orientación solar y rodeado de árboles .Living comedor amplio con salida a balcón.Cocina con placares empotrados.Baño completo con muebles y equipados.Dormitorio con salida a balcón. WIFI ya instalados en cada unidad con costo incluído en gastos comunes. Previsión para aire acondicionado. conexiones previstas para lavarropa y calefón.AMENITIES: 180 m2 de amenities en SKY ROOFTOP. Espacios de Co-living equipados, espacios de Co-working equipados, gimnasio equipado, solárium equipado, estufa a leña en SUM, terrazas abiertas equipadas con parrillero, bike parking, seguridad y portería virtual los 365 días del año con CCTV y WIFI colectivo en todos los espacios de uso común.Formas de pago:Contado: 10% boleto de reserva, 80% compromiso compra venta, 10% ocupación.Pago obra: 5% boleto de reserva, 30% compromiso compra venta, 60 % en cuotas durante la obra, 5% ocupación.Banco: 5% boleto de reserva, 15% compromiso compra venta, 80% ocupación.Gastos de ocupación: 4.60%Garages opcionales desde usd 15.840Entrega estimada: Marzo / Abril 2025Por consultas, mayor información o coordinar visitas con el arquitecto y jefe de obra comunicarse con Morada Propiedades. "
Apartamento,Pocitos,2024-05-31,-34.9136603,-56.1488022,179000,425.0,1979.0,Reciclada,Al frente,2.0,75,5,0,2.0,0.0,False,"Apartamento de dos dormitorios y dos baños en inmejorable ubicación en Pocitos.Sobre Benito Blanco esquina Av. Brasil. Primer piso rodeado de servicios y locomoción, a solo 150 metros de la rambla.Totalmente reciclado cañerías de baños y cocina. Ingreso a living comedor apaisado y cómodo con pisos en madera y salida directa a terraza definida con doble ventanal en aluminio lo que permite un mejor funcionamiento de la  calefacción y no se sienten ruidos. Cocina definida con posibilidad de comedor diario o generar una zona de escritorio. Placares bajo y sobre mesada en marmol. Salida a terraza lavadero definida con ventilación directa a la calle.Baño social en excelentes condiciones.Hall de distribución hacía dormitorios y baño completo con placares empotrados.Baño completo de buen tamaño y muy funcional.Ambos dormitorios dan hacia el pulmón de la manzana, con placares empotrados y aire acondicionado. Portería 24 hs y calefacción central principales servicios del edificio. Gastos comunes $17.000.Por consultas, mayor información o coordinar visita comunicarse con Morada Propiedades. "
